China Sklad SAFA,,
Треккод,Дата прибытие,Путь
78378032920579,09.11.2023,Авиа Урумчи
78377695437852,09.11.2023,Авиа Урумчи
JT5230989990290,09.11.2023,Авиа Урумчи
78739143495437,09.11.2023,Авиа Урумчи
78377490199102,09.11.2023,Авиа Урумчи
78378125011674,09.11.2023,Авиа Урумчи
78377562053706,09.11.2023,Авиа Урумчи
78377895403815,09.11.2023,Авиа Урумчи
78377863166287,09.11.2023,Авиа Урумчи
78378068667023,09.11.2023,Авиа Урумчи
1232519712526,09.11.2023,Авиа Урумчи
463207692760818,09.11.2023,Авиа Урумчи
777176006932689,09.11.2023,Авиа Урумчи
3789375,09.11.2023,Авиа Урумчи
78377490197947,09.11.2023,Авиа Урумчи
78377490199080,09.11.2023,Авиа Урумчи
78739163866310,09.11.2023,Авиа Урумчи
78377943638603,09.11.2023,Авиа Урумчи
78377832375788,09.11.2023,Авиа Урумчи
78377648757407,09.11.2023,Авиа Урумчи
78377833980279,09.11.2023,Авиа Урумчи
78377722483190,09.11.2023,Авиа Урумчи
78377716749594,09.11.2023,Авиа Урумчи
78378098684350,09.11.2023,Авиа Урумчи
78377941279822,09.11.2023,Авиа Урумчи
78377982094116,09.11.2023,Авиа Урумчи
78377638343799,09.11.2023,Авиа Урумчи
9856412803399,09.11.2023,Авиа Урумчи
78377760608491,09.11.2023,Авиа Урумчи
78377985299470,09.11.2023,Авиа Урумчи
YT8935190137920,09.11.2023,Авиа Урумчи
777175656653390,09.11.2023,Авиа Урумчи
777175811398077,09.11.2023,Авиа Урумчи
9856391947904,09.11.2023,Авиа Урумчи
9856380292716,09.11.2023,Авиа Урумчи
JT5230461264442,09.11.2023,Авиа Урумчи
78376969343300,09.11.2023,Авиа Урумчи
JT5230352175897,09.11.2023,Авиа Урумчи
777175573070040,09.11.2023,Авиа Урумчи
78377269120778,09.11.2023,Авиа Урумчи
463200401321224,09.11.2023,Авиа Урумчи
78377269462019,09.11.2023,Авиа Урумчи
YT8936235330335,09.11.2023,Авиа Урумчи
78377096581806,09.11.2023,Авиа Урумчи
78377282590105,09.11.2023,Авиа Урумчи
777175623990076,09.11.2023,Авиа Урумчи
777175652526269,09.11.2023,Авиа Урумчи
79788156,09.11.2023,Авиа Урумчи
78377392510115,09.11.2023,Авиа Урумчи
777175583193051,09.11.2023,Авиа Урумчи
78377096581730,09.11.2023,Авиа Урумчи
78376920570523,09.11.2023,Авиа Урумчи
777176205854197,09.11.2023,Авиа Урумчи
78377276730702,09.11.2023,Авиа Урумчи
777175654675257,09.11.2023,Авиа Урумчи
777175759978575,09.11.2023,Авиа Урумчи
9856430588382,09.11.2023,Авиа Урумчи
9856389468092,09.11.2023,Авиа Урумчи
YT8936143684599,09.11.2023,Авиа Урумчи
463198716373270,09.11.2023,Авиа Урумчи
YT8936176622841,09.11.2023,Авиа Урумчи
78377388298186,09.11.2023,Авиа Урумчи
777175555029066,09.11.2023,Авиа Урумчи
463198036082420,09.11.2023,Авиа Урумчи
9856402139649,09.11.2023,Авиа Урумчи
JT5230191083056,09.11.2023,Авиа Урумчи
78377413251846,09.11.2023,Авиа Урумчи
777175538456636,09.11.2023,Авиа Урумчи
JT5230209998751,09.11.2023,Авиа Урумчи
777175623990532,09.11.2023,Авиа Урумчи
9856430519953,09.11.2023,Авиа Урумчи
777175623993792,09.11.2023,Авиа Урумчи
78377098628049,09.11.2023,Авиа Урумчи
777175562797645,09.11.2023,Авиа Урумчи
JT5231394879929,09.11.2023,Авиа Урумчи
463197335867541,09.11.2023,Авиа Урумчи
78376974080173,09.11.2023,Авиа Урумчи
5007347119,09.11.2023,Авиа Урумчи
78377300572623,09.11.2023,Авиа Урумчи
463197897115217,09.11.2023,Авиа Урумчи
463198086614573,09.11.2023,Авиа Урумчи
78377317858325,09.11.2023,Авиа Урумчи
78377317858325,09.11.2023,Авиа Урумчи
YT8934961590748,09.11.2023,Авиа Урумчи
JT5230281703258,09.11.2023,Авиа Урумчи
YT8936196345502,09.11.2023,Авиа Урумчи
JT5230475225004,09.11.2023,Авиа Урумчи
463197980062578,09.11.2023,Авиа Урумчи
463197472128464,09.11.2023,Авиа Урумчи
lT8936236050471,09.11.2023,Авиа Урумчи
777175645154936,09.11.2023,Авиа Урумчи
777175804819753,09.11.2023,Авиа Урумчи
JT5230319100551,09.11.2023,Авиа Урумчи
777175819254577,09.11.2023,Авиа Урумчи
78377172573760,09.11.2023,Авиа Урумчи
9856377184825,09.11.2023,Авиа Урумчи
777175656654280,09.11.2023,Авиа Урумчи
JT5230507920698,09.11.2023,Авиа Урумчи
208490,09.11.2023,Авиа Урумчи
9856436866088,09.11.2023,Авиа Урумчи
78377986060022,09.11.2023,Авиа Урумчи
78378235643447,09.11.2023,Авиа Урумчи
78377852547881,09.11.2023,Авиа Урумчи
78378274976694,09.11.2023,Авиа Урумчи
78378140148222,09.11.2023,Авиа Урумчи
78377670005029,09.11.2023,Авиа Урумчи
78378214014601,09.11.2023,Авиа Урумчи
78378060454221,09.11.2023,Авиа Урумчи
78378185997783,09.11.2023,Авиа Урумчи
78378225805148,09.11.2023,Авиа Урумчи
78378235077070,09.11.2023,Авиа Урумчи
78378233070462,09.11.2023,Авиа Урумчи
78378217212846,09.11.2023,Авиа Урумчи
78377670804234,09.11.2023,Авиа Урумчи
78378233501560,09.11.2023,Авиа Урумчи
78378218143573,09.11.2023,Авиа Урумчи
78378213875524,09.11.2023,Авиа Урумчи
78378210433360,09.11.2023,Авиа Урумчи
78378296972696,09.11.2023,Авиа Урумчи
78377840363300,09.11.2023,Авиа Урумчи
78378220573171,09.11.2023,Авиа Урумчи
78378230651890,09.11.2023,Авиа Урумчи
78378216627891,09.11.2023,Авиа Урумчи
78378360973695,09.11.2023,Авиа Урумчи
78378338280983,09.11.2023,Авиа Урумчи
78378338460574,09.11.2023,Авиа Урумчи
78378193777919,09.11.2023,Авиа Урумчи
78378216588836,09.11.2023,Авиа Урумчи
78378364337216,09.11.2023,Авиа Урумчи
78378240510434,09.11.2023,Авиа Урумчи
78378209128230,09.11.2023,Авиа Урумчи
78378322479809,09.11.2023,Авиа Урумчи
78378271997906,09.11.2023,Авиа Урумчи
78378226961616,09.11.2023,Авиа Урумчи
78378141541043,09.11.2023,Авиа Урумчи
78378231467656,09.11.2023,Авиа Урумчи
78377734951187,09.11.2023,Авиа Урумчи
78378355327326,09.11.2023,Авиа Урумчи
78378340038087,09.11.2023,Авиа Урумчи
78378215714136,09.11.2023,Авиа Урумчи
JT5232015722903,12.11.2023,Авиа Урумчи
1232287715526,12.11.2023,Авиа Урумчи
42670810,12.11.2023,Авиа Урумчи
YT8936459014226,12.11.2023,Авиа Урумчи
777176786103095,12.11.2023,Авиа Урумчи
78378284443986,12.11.2023,Авиа Урумчи
JT5231995614501,12.11.2023,Авиа Урумчи
777176794716259,12.11.2023,Авиа Урумчи
JT5232023024759,12.11.2023,Авиа Урумчи
YT8936402002159,12.11.2023,Авиа Урумчи
YT8936330764950,12.11.2023,Авиа Урумчи
1231540677926,12.11.2023,Авиа Урумчи
78378439752310,12.11.2023,Авиа Урумчи
78378511034806,12.11.2023,Авиа Урумчи
YT8936495209035,12.11.2023,Авиа Урумчи
JT5230999286260,12.11.2023,Авиа Урумчи
1251377403927,12.11.2023,Авиа Урумчи
9856457474522,12.11.2023,Авиа Урумчи
78739452196813,12.11.2023,Авиа Урумчи
78377377336432,12.11.2023,Авиа Урумчи
433540373886168,12.11.2023,Авиа Урумчи
78378583012982,12.11.2023,Авиа Урумчи
78378516441005,12.11.2023,Авиа Урумчи
78378711528122,12.11.2023,Авиа Урумчи
78378700755132,12.11.2023,Авиа Урумчи
1251079722527,12.11.2023,Авиа Урумчи
78378260538930,12.11.2023,Авиа Урумчи
1250532268627,12.11.2023,Авиа Урумчи
78378696590686,12.11.2023,Авиа Урумчи
78378702071702,12.11.2023,Авиа Урумчи
78739959887956,12.11.2023,Авиа Урумчи
78378483933226,12.11.2023,Авиа Урумчи
777176700905645,12.11.2023,Авиа Урумчи
78378319724500,12.11.2023,Авиа Урумчи
777176729445828,12.11.2023,Авиа Урумчи
19217760,12.11.2023,Авиа Урумчи
777176583650215,12.11.2023,Авиа Урумчи
78378711684027,12.11.2023,Авиа Урумчи
78378579692671,12.11.2023,Авиа Урумчи
1251220021527,12.11.2023,Авиа Урумчи
78378440481032,12.11.2023,Авиа Урумчи
78378483962313,12.11.2023,Авиа Урумчи
78378393862728,12.11.2023,Авиа Урумчи
1251818546227,12.11.2023,Авиа Урумчи
78378483780255,12.11.2023,Авиа Урумчи
777176581624956,12.11.2023,Авиа Урумчи
9856418845293,12.11.2023,Авиа Урумчи
1251185431827,12.11.2023,Авиа Урумчи
78740403161639,12.11.2023,Авиа Урумчи
1232237664426,12.11.2023,Авиа Урумчи
78378424152274,12.11.2023,Авиа Урумчи
9856491876805,12.11.2023,Авиа Урумчи
1252310105427,12.11.2023,Авиа Урумчи
1251476075627,12.11.2023,Авиа Урумчи
78378811149444,12.11.2023,Авиа Урумчи
8254851605201,12.11.2023,Авиа Урумчи
777176714788946,12.11.2023,Авиа Урумчи
78740280751855,12.11.2023,Авиа Урумчи
78378649268621,12.11.2023,Авиа Урумчи
JT5231986995813,12.11.2023,Авиа Урумчи
1231621976926,12.11.2023,Авиа Урумчи
78378726319089,12.11.2023,Авиа Урумчи
78378538440955,12.11.2023,Авиа Урумчи
78378648272105,12.11.2023,Авиа Урумчи
78378493164504,12.11.2023,Авиа Урумчи
463211511113603,12.11.2023,Авиа Урумчи
78378680176386,12.11.2023,Авиа Урумчи
78378715396132,12.11.2023,Авиа Урумчи
78378489972702,12.11.2023,Авиа Урумчи
JT5231794993485,12.11.2023,Авиа Урумчи
78378507880321,12.11.2023,Авиа Урумчи
YT8936327679300,12.11.2023,Авиа Урумчи
777176683406502,12.11.2023,Авиа Урумчи
78378484718489,12.11.2023,Авиа Урумчи
463201471439096,12.11.2023,Авиа Урумчи
777176782280929,12.11.2023,Авиа Урумчи
78378698840536,12.11.2023,Авиа Урумчи
9856501697538,12.11.2023,Авиа Урумчи
773253032791870,12.11.2023,Авиа Урумчи
78378703837517,12.11.2023,Авиа Урумчи
1252219609527,12.11.2023,Авиа Урумчи
78378612179671,12.11.2023,Авиа Урумчи
78378353127833,12.11.2023,Авиа Урумчи
1250892478727,12.11.2023,Авиа Урумчи
78739830507913,12.11.2023,Авиа Урумчи
1231604783426,12.11.2023,Авиа Урумчи
JT5232090225458,12.11.2023,Авиа Урумчи
78378364348806,12.11.2023,Авиа Урумчи
1251070539127,12.11.2023,Авиа Урумчи
1252222211327,12.11.2023,Авиа Урумчи
78378517068306,12.11.2023,Авиа Урумчи
777176689652774,12.11.2023,Авиа Урумчи
1231644005126,12.11.2023,Авиа Урумчи
1251534736027,12.11.2023,Авиа Урумчи
1252369862927,12.11.2023,Авиа Урумчи
777176468543670,12.11.2023,Авиа Урумчи
777176744090714,12.11.2023,Авиа Урумчи
777176752968655,12.11.2023,Авиа Урумчи
1231541806526,12.11.2023,Авиа Урумчи
1251577592027,12.11.2023,Авиа Урумчи
YT7425209335025,12.11.2023,Авиа Урумчи
YT8936387160259,12.11.2023,Авиа Урумчи
78378248217146,12.11.2023,Авиа Урумчи
78378701518599,12.11.2023,Авиа Урумчи
78378570016780,12.11.2023,Авиа Урумчи
YT8935603426542,12.11.2023,Авиа Урумчи
777176060229844,12.11.2023,Авиа Урумчи
777176356058202,12.11.2023,Авиа Урумчи
YT8935794496900,12.11.2023,Авиа Урумчи
YT8935715501993,12.11.2023,Авиа Урумчи
YT8934956775130,12.11.2023,Авиа Урумчи
777176134275726,12.11.2023,Авиа Урумчи
777176514283901,12.11.2023,Авиа Урумчи
777176018702403,12.11.2023,Авиа Урумчи
777175898693759,12.11.2023,Авиа Урумчи
777176045953965,12.11.2023,Авиа Урумчи
777176008028898,12.11.2023,Авиа Урумчи
777176072209907,12.11.2023,Авиа Урумчи
777176160466515,12.11.2023,Авиа Урумчи
463207529590094,12.11.2023,Авиа Урумчи
YT7424844393555,12.11.2023,Авиа Урумчи
JT5230979646186,12.11.2023,Авиа Урумчи
777176155217956,12.11.2023,Авиа Урумчи
463207143744744,12.11.2023,Авиа Урумчи
JT5231718507570,12.11.2023,Авиа Урумчи
463207281082366,12.11.2023,Авиа Урумчи
YT8935727293727,12.11.2023,Авиа Урумчи
78378507234396,12.11.2023,Авиа Урумчи
777175968636414,12.11.2023,Авиа Урумчи
839439732,12.11.2023,Авиа Урумчи
78378286331377,12.11.2023,Авиа Урумчи
777176539629735,12.11.2023,Авиа Урумчи
SF1513813916598,12.11.2023,Авиа Урумчи
463204088401975,12.11.2023,Авиа Урумчи
JT5231814680110,12.11.2023,Авиа Урумчи
1252409697927,12.11.2023,Авиа Урумчи
501197621,12.11.2023,Авиа Урумчи
777176531061367,12.11.2023,Авиа Урумчи
78378390803988,12.11.2023,Авиа Урумчи
463212804783759,12.11.2023,Авиа Урумчи
78378002686073,12.11.2023,Авиа Урумчи
9887508,12.11.2023,Авиа Урумчи
YT8935577239339,12.11.2023,Авиа Урумчи
463207116045562,12.11.2023,Авиа Урумчи
JT5231323655198,12.11.2023,Авиа Урумчи
99935729971369,12.11.2023,Авиа Урумчи
9856435327490,12.11.2023,Авиа Урумчи
JT5231102890383,12.11.2023,Авиа Урумчи
463199909862020,12.11.2023,Авиа Урумчи
JT5230904147903,12.11.2023,Авиа Урумчи
YT8935818109960,12.11.2023,Авиа Урумчи
JT5231189165732,12.11.2023,Авиа Урумчи
YT8936067280433,12.11.2023,Авиа Урумчи
78377511311709,12.11.2023,Авиа Урумчи
78377757143883,12.11.2023,Авиа Урумчи
78377535698933,12.11.2023,Авиа Урумчи
78377539951451,12.11.2023,Авиа Урумчи
9856423247193,12.11.2023,Авиа Урумчи
78377381873955,12.11.2023,Авиа Урумчи
78377681708116,12.11.2023,Авиа Урумчи
9856411524688,12.11.2023,Авиа Урумчи
78377022253274,12.11.2023,Авиа Урумчи
777176021225841,12.11.2023,Авиа Урумчи
JT5231490386865,12.11.2023,Авиа Урумчи
JT5231271972220,12.11.2023,Авиа Урумчи
JT5231073992399,12.11.2023,Авиа Урумчи
YT8935713997512,12.11.2023,Авиа Урумчи
78377530987072,12.11.2023,Авиа Урумчи
JT5231499076900,12.11.2023,Авиа Урумчи
29937769,12.11.2023,Авиа Урумчи
78377590756161,12.11.2023,Авиа Урумчи
78377815715718,12.11.2023,Авиа Урумчи
884400,12.11.2023,Авиа Урумчи
JT5230345722378,12.11.2023,Авиа Урумчи
6026002,12.11.2023,Авиа Урумчи
78377817689927,12.11.2023,Авиа Урумчи
78377376449827,12.11.2023,Авиа Урумчи
9856384709906,12.11.2023,Авиа Урумчи
78377957817875,12.11.2023,Авиа Урумчи
YT8935800886264,12.11.2023,Авиа Урумчи
JT5230184779896,12.11.2023,Авиа Урумчи
JT5230184764240,12.11.2023,Авиа Урумчи
78377948471057,12.11.2023,Авиа Урумчи
777176037077201,12.11.2023,Авиа Урумчи
78739321332665,12.11.2023,Авиа Урумчи
777176421992586,12.11.2023,Авиа Урумчи
777176532235656,12.11.2023,Авиа Урумчи
777176172534965,12.11.2023,Авиа Урумчи
9856421716038,12.11.2023,Авиа Урумчи
78377882650236,12.11.2023,Авиа Урумчи
78377991492098,12.11.2023,Авиа Урумчи
78377817690176,12.11.2023,Авиа Урумчи
78377679706425,12.11.2023,Авиа Урумчи
777176345133287,12.11.2023,Авиа Урумчи
78377523279666,12.11.2023,Авиа Урумчи
78377465207376,12.11.2023,Авиа Урумчи
9856434979375,12.11.2023,Авиа Урумчи
78377500663974,12.11.2023,Авиа Урумчи
8349986,12.11.2023,Авиа Урумчи
9856388108847,12.11.2023,Авиа Урумчи
78377022253300,12.11.2023,Авиа Урумчи
78377585789942,12.11.2023,Авиа Урумчи
78377269438446,12.11.2023,Авиа Урумчи
78378040235823,12.11.2023,Авиа Урумчи
