China Taj Logist авиа,,
Треккод,Дата прибытия в Душанбе,Путь
JT5227620682517,16.11.2023,Авиа2
JT5229425216996,16.11.2023,Авиа2
JT5228280261219,16.11.2023,Авиа2
JT5228188440977,16.11.2023,Авиа2
YT8933325345923,16.11.2023,Авиа2
78373713912603,16.11.2023,Авиа2
78374299406019,16.11.2023,Авиа2
463162298522058,16.11.2023,Авиа2
463187085714456,16.11.2023,Авиа2
JT5228292955665,16.11.2023,Авиа2
777173658002184,16.11.2023,Авиа2
78375348798218,16.11.2023,Авиа2
JT5225402370640,16.11.2023,Авиа2
9856010999022,16.11.2023,Авиа2
JT5227354525396,16.11.2023,Авиа2
YT8933699249771,16.11.2023,Авиа2
78369135051471,16.11.2023,Авиа2
773248182534000,16.11.2023,Авиа2
463160755098250,16.11.2023,Авиа2
JT3050221947268,16.11.2023,Авиа2
78374593546587,16.11.2023,Авиа2
9856116925171,16.11.2023,Авиа2
463170349170722,16.11.2023,Авиа2
JT5227122380569,16.11.2023,Авиа2
YT8932618345503,16.11.2023,Авиа2
JT5227659505016,16.11.2023,Авиа2
YT8932441978031,16.11.2023,Авиа2
JT5228119219005,16.11.2023,Авиа2
JT5228119223910,16.11.2023,Авиа2
JT5228119224106,16.11.2023,Авиа2
78373490435869,16.11.2023,Авиа2
78374388791506,16.11.2023,Авиа2
463180366785778,16.11.2023,Авиа2
777173493622966,16.11.2023,Авиа2
YT8933682257004,16.11.2023,Авиа2
777174256329045,16.11.2023,Авиа2
78374333908757,16.11.2023,Авиа2
78375205911603,16.11.2023,Авиа2
78375422517673,16.11.2023,Авиа2
JT5229388671659,16.11.2023,Авиа2
JT5229427833400,16.11.2023,Авиа2
78375265690108,16.11.2023,Авиа2
1214605065526,16.11.2023,Авиа2
YT8933516254968,16.11.2023,Авиа2
78375540234252,16.11.2023,Авиа2
JT5227685044689,16.11.2023,Авиа2
JT5224304674624,16.11.2023,Авиа2
777174236357380,16.11.2023,Авиа2
YT8933578548320,16.11.2023,Авиа2
78375057384701,16.11.2023,Авиа2
463185070589034,16.11.2023,Авиа2
YT8932159594387,16.11.2023,Авиа2
YT8932054898454,16.11.2023,Авиа2
777173141497223,16.11.2023,Авиа2
JT5229425808130,16.11.2023,Авиа2
78730013845242,16.11.2023,Авиа2
78372531864753,16.11.2023,Авиа2
9856209757476,16.11.2023,Авиа2
JT5227857420319,16.11.2023,Авиа2
463179704376455,16.11.2023,Авиа2
78375549058146,16.11.2023,Авиа2
777174338845496,16.11.2023,Авиа2
78374488612403,16.11.2023,Авиа2
1218482341226,16.11.2023,Авиа2
78374773628329,16.11.2023,Авиа2
777171512686980,16.11.2023,Авиа2
JT5228483826997,16.11.2023,Авиа2
463184890802239,16.11.2023,Авиа2
JT5228403437276,16.11.2023,Авиа2
773250190827819,16.11.2023,Авиа2
JT3050506547166,16.11.2023,Авиа2
JT5228401004031,16.11.2023,Авиа2
78375560911300,16.11.2023,Авиа2
YT8933436997642,16.11.2023,Авиа2
JT5227579811968,16.11.2023,Авиа2
JT5227766805531,16.11.2023,Авиа2
YT8933272766844,16.11.2023,Авиа2
JT5228329136947,16.11.2023,Авиа2
777174327591655,16.11.2023,Авиа2
9856183038921,16.11.2023,Авиа2
78374416023515,16.11.2023,Авиа2
JT5228378326816,16.11.2023,Авиа2
78732009230564,16.11.2023,Авиа2
78374420958836,16.11.2023,Авиа2
JT5228177781954,16.11.2023,Авиа2
JT5227892537753,16.11.2023,Авиа2
JT5228185200967,16.11.2023,Авиа2
JT5227722705426,16.11.2023,Авиа2
JT5228561200630,16.11.2023,Авиа2
JT5227451698700,16.11.2023,Авиа2
777174289513472,16.11.2023,Авиа2
78375059066745,16.11.2023,Авиа2
78734485349695,16.11.2023,Авиа2
Наушник 3шт,17.11.2023,Авиа2
1251977755027,18.11.2023,Авиа1
777176130457287,18.11.2023,Авиа1
463202317627079,18.11.2023,Авиа1
463203376731532,18.11.2023,Авиа1
777177540870410,18.11.2023,Авиа1
433548837947222,18.11.2023,Авиа1
78377638343799,18.11.2023,Авиа1
xxxxxx,18.11.2023,Авиа1
78378226961616,18.11.2023,Авиа1
78741086869606,18.11.2023,Авиа1
78378424152274,18.11.2023,Авиа1
SF1503161257882,18.11.2023,Авиа1
JT5233512043518,18.11.2023,Авиа1
777178466633388,18.11.2023,Авиа1
78378680176386,18.11.2023,Авиа1
78742627805206,18.11.2023,Авиа1
1258119978127,18.11.2023,Авиа1
78379680441474,18.11.2023,Авиа1
463211091706355,18.11.2023,Авиа1
YT8936452388535,18.11.2023,Авиа1
78379603835843,18.11.2023,Авиа1
78379142168967,18.11.2023,Авиа1
YT8937319954157,18.11.2023,Авиа1
78378827462431,18.11.2023,Авиа1
777176531061367,18.11.2023,Авиа1
8252223149001,18.11.2023,Авиа1
777176353014128,18.11.2023,Авиа1
78377377336432,18.11.2023,Авиа1
777177505013705,18.11.2023,Авиа1
777177474766775,18.11.2023,Авиа1
78378648272105,18.11.2023,Авиа1
78380179876284,18.11.2023,Авиа1
777177373064290,18.11.2023,Авиа1
1254252745427,18.11.2023,Авиа1
78379370665203,18.11.2023,Авиа1
1229724765426,18.11.2023,Авиа1
777177607196541,18.11.2023,Авиа1
78377913789375,18.11.2023,Авиа1
78379793926690,18.11.2023,Авиа1
78378274976694,18.11.2023,Авиа1
78379957910922,18.11.2023,Авиа1
463220908873303,18.11.2023,Авиа1
777177777697985,18.11.2023,Авиа1
78379952132361,18.11.2023,Авиа1
78379949622351,18.11.2023,Авиа1
78379949622351,18.11.2023,Авиа1
78380181671889,18.11.2023,Авиа1
78379452316753,18.11.2023,Авиа1
1258094166127,18.11.2023,Авиа1
78378235077070,18.11.2023,Авиа1
777178280850922,18.11.2023,Авиа1
777178213634159,18.11.2023,Авиа1
78379336123679,18.11.2023,Авиа1
78379953076396,18.11.2023,Авиа1
1251476075627,18.11.2023,Авиа1
777176266141152,18.11.2023,Авиа1
777176182089703,18.11.2023,Авиа1
JT5232875214168,18.11.2023,Авиа1
777177587643021,18.11.2023,Авиа1
78378322479809,18.11.2023,Авиа1
78378141541043,18.11.2023,Авиа1
463197472128464,18.11.2023,Авиа1
9856420106579,18.11.2023,Авиа1
9856380292716,18.11.2023,Авиа1
78377511311709,18.11.2023,Авиа1
777175811398077,18.11.2023,Авиа1
78378231467656,18.11.2023,Авиа1
78739452196813,18.11.2023,Авиа1
JT5231097553996,18.11.2023,Авиа1
433554639261874,18.11.2023,Авиа1
777176581624956,18.11.2023,Авиа1
463204429887508,18.11.2023,Авиа1
777178278870965,18.11.2023,Авиа1
1254713286427,18.11.2023,Авиа1
78378579692671,18.11.2023,Авиа1
78378364348806,18.11.2023,Авиа1
1251220021527,18.11.2023,Авиа1
463210412644431,18.11.2023,Авиа1
78379214895448,18.11.2023,Авиа1
78378711528122,18.11.2023,Авиа1
78379635082226,18.11.2023,Авиа1
78378493164504,18.11.2023,Авиа1
777177741624239,18.11.2023,Авиа1
JT5232023024759,18.11.2023,Авиа1
78379631470143,18.11.2023,Авиа1
78379678500855,18.11.2023,Авиа1
78739959887956,18.11.2023,Авиа1
1260326348927,18.11.2023,Авиа1
773254526370487,18.11.2023,Авиа1
463211001193489,18.11.2023,Авиа1
463219427847912,18.11.2023,Авиа1
78379670961151,18.11.2023,Авиа1
78378711684027,18.11.2023,Авиа1
78378460257583,18.11.2023,Авиа1
78379687923498,18.11.2023,Авиа1
YT8937781970938,18.11.2023,Авиа1
78378649268621,18.11.2023,Авиа1
78378248217146,18.11.2023,Авиа1
78377986060022,18.11.2023,Авиа1
773253032791870,18.11.2023,Авиа1
78379428142093,18.11.2023,Авиа1
78378286331377,18.11.2023,Авиа1
78379617653240,18.11.2023,Авиа1
8254851605201,18.11.2023,Авиа1
JT5232015722903,18.11.2023,Авиа1
78380191763922,18.11.2023,Авиа1
1260585680827,18.11.2023,Авиа1
JT5232931363876,18.11.2023,Авиа1
78378353127833,18.11.2023,Авиа1
78379104667974,18.11.2023,Авиа1
78743318526165,18.11.2023,Авиа1
1252409697927,18.11.2023,Авиа1
1251377403927,18.11.2023,Авиа1
JT5231073992399,18.11.2023,Авиа1
1232237664426,18.11.2023,Авиа1
78378612179671,18.11.2023,Авиа1
YT8937426966656,18.11.2023,Авиа1
YT8935839439732,18.11.2023,Авиа1
1252504822927,18.11.2023,Авиа1
1231621976926,18.11.2023,Авиа1
78379326479272,18.11.2023,Авиа1
78379278379787,18.11.2023,Авиа1
73511889008109,18.11.2023,Авиа1
777177092017811,18.11.2023,Авиа1
JT5232799691016,18.11.2023,Авиа1
78378634823800,18.11.2023,Авиа1
78378494855327,18.11.2023,Авиа1
YT8936904364223,18.11.2023,Авиа1
78378696590686,18.11.2023,Авиа1
1255054295227,18.11.2023,Авиа1
463216128660007,18.11.2023,Авиа1
463216597508610,18.11.2023,Авиа1
463216128498561,18.11.2023,Авиа1
78379953195203,18.11.2023,Авиа1
78378792960326,18.11.2023,Авиа1
78378489972702,18.11.2023,Авиа1
78378817612539,18.11.2023,Авиа1
78379689027782,18.11.2023,Авиа1
1256605498327,18.11.2023,Авиа1
78377465207376,18.11.2023,Авиа1
1255053834327,18.11.2023,Авиа1
463207143744744,18.11.2023,Авиа1
1257737550227,18.11.2023,Авиа1
78377817405362,18.11.2023,Авиа1
78377992510326,18.11.2023,Авиа1
YT8935737657793,18.11.2023,Авиа1
78378483780255,18.11.2023,Авиа1
1256566271327,18.11.2023,Авиа1
1254583839327,18.11.2023,Авиа1
1255719423127,18.11.2023,Авиа1
78379470939486,18.11.2023,Авиа1
1254585400827,18.11.2023,Авиа1
777177309809167,18.11.2023,Авиа1
777177309805108,18.11.2023,Авиа1
78378338280983,18.11.2023,Авиа1
1250892478727,18.11.2023,Авиа1
1251534736027,18.11.2023,Авиа1
78378570016780,18.11.2023,Авиа1
1254208788527,18.11.2023,Авиа1
8251638906501,18.11.2023,Авиа1
463220000151258,18.11.2023,Авиа1
YT8937017363378,18.11.2023,Авиа1
9856631033928,18.11.2023,Авиа1
78379882771966,18.11.2023,Авиа1
1258088758527,18.11.2023,Авиа1
78378240510434,18.11.2023,Авиа1
78378319724500,18.11.2023,Авиа1
1260438408627,18.11.2023,Авиа1
78378574980753,18.11.2023,Авиа1
777177368833315,18.11.2023,Авиа1
777177368833285,18.11.2023,Авиа1
78378575697598,18.11.2023,Авиа1
463208293667197,18.11.2023,Авиа1
JT5232713289592,18.11.2023,Авиа1
78379088703936,18.11.2023,Авиа1
777177719567607,18.11.2023,Авиа1
463209875502534,18.11.2023,Авиа1
78379105534793,18.11.2023,Авиа1
JT5232402054509,18.11.2023,Авиа1
YT8934956775130,18.11.2023,Авиа1
YT8937382868843,18.11.2023,Авиа1
777178378136419,18.11.2023,Авиа1
463221147466927,18.11.2023,Авиа1
78378390803988,18.11.2023,Авиа1
463211511113603,18.11.2023,Авиа1
1257265382227,18.11.2023,Авиа1
1258578889927,18.11.2023,Авиа1
78380110830869,18.11.2023,Авиа1
78378854938535,18.11.2023,Авиа1
YT8937478105274,18.11.2023,Авиа1
78379942788670,18.11.2023,Авиа1
78379957932617,18.11.2023,Авиа1
JT5231896359788,18.11.2023,Авиа1
JT5231896389882,18.11.2023,Авиа1
YT8936955772987,18.11.2023,Авиа1
78379805107445,18.11.2023,Авиа1
78380171017097,18.11.2023,Авиа1
JT5230999286260,18.11.2023,Авиа1
777176160466515,18.11.2023,Авиа1
78379953609197,18.11.2023,Авиа1
78377957404798,18.11.2023,Авиа1
1258110708227,18.11.2023,Авиа1
78379660590163,18.11.2023,Авиа1
78742272650537,18.11.2023,Авиа1
78377864547442,18.11.2023,Авиа1
JT5232016594766,18.11.2023,Авиа1
463202666198368,18.11.2023,Авиа1
JT5232035377973,18.11.2023,Авиа1
777176694789360,18.11.2023,Авиа1
1257922542627,18.11.2023,Авиа1
SF1520124861450,18.11.2023,Авиа1
R02ZYT8936684787292,18.11.2023,Авиа1
1260816573527,18.11.2023,Авиа1
1258036596427,18.11.2023,Авиа1
1257275899527,18.11.2023,Авиа1
1259115995027,18.11.2023,Авиа1
777176046892229,18.11.2023,Авиа1
777176046890309,18.11.2023,Авиа1
78379324625628,18.11.2023,Авиа1
YT8937540116742,18.11.2023,Авиа1
777177551223932,18.11.2023,Авиа1
78379300466567,18.11.2023,Авиа1
777177634260408,18.11.2023,Авиа1
YT8937756660275,18.11.2023,Авиа1
78379690797375,18.11.2023,Авиа1
78379649062509,18.11.2023,Авиа1
78379589662950,18.11.2023,Авиа1
YT8935729971331,18.11.2023,Авиа1
78377490658789,18.11.2023,Авиа1
1258465691427,18.11.2023,Авиа1
YT8935729974899,18.11.2023,Авиа1
78377500663974,18.11.2023,Авиа1
78379609077783,18.11.2023,Авиа1
JT5232893362774,18.11.2023,Авиа1
JT5233477611523,18.11.2023,Авиа1
YT8936330764950,18.11.2023,Авиа1
1251185431827,18.11.2023,Авиа1
9856492714213,18.11.2023,Авиа1
9856421716038,18.11.2023,Авиа1
777176037077201,18.11.2023,Авиа1
463201901021920,18.11.2023,Авиа1
YT8936365844296,18.11.2023,Авиа1
YT8936365847419,18.11.2023,Авиа1
78378283001742,18.11.2023,Авиа1
78377927091900,18.11.2023,Авиа1
777176790868510,18.11.2023,Авиа1
78377943189222,18.11.2023,Авиа1
9856502671020,18.11.2023,Авиа1
9856502469935,18.11.2023,Авиа1
777176150698375,18.11.2023,Авиа1
78377913928479,18.11.2023,Авиа1
YT8935713997512,18.11.2023,Авиа1
YT8936666119615,18.11.2023,Авиа1
463203795037007,18.11.2023,Авиа1
Jh'239038236032,18.11.2023,Авиа1
JT5231781610628,18.11.2023,Авиа1
463201787318117,18.11.2023,Авиа1
78379934532218,18.11.2023,Авиа1
JT5233220372553,18.11.2023,Авиа1
78379497010495,18.11.2023,Авиа1
78380092885289,18.11.2023,Авиа1
78740280751855,18.11.2023,Авиа1
SF1656386025735,18.11.2023,Авиа1
9856457474522,18.11.2023,Авиа1
JT5231794993485,18.11.2023,Авиа1
78379452437852,18.11.2023,Авиа1
777177630289669,18.11.2023,Авиа1
78379358254049,18.11.2023,Авиа1
433540373886168,18.11.2023,Авиа1
YT7425209335025,18.11.2023,Авиа1
777175817416875,18.11.2023,Авиа1
463220873772710,18.11.2023,Авиа1
SF1513813916598,18.11.2023,Авиа1
312244817812758,18.11.2023,Авиа1
9856411524688,18.11.2023,Авиа1
78379954242185,18.11.2023,Авиа1
777177590351479,18.11.2023,Авиа1
78379569161876,18.11.2023,Авиа1
YT8937481553152,18.11.2023,Авиа1
777176060229844,18.11.2023,Авиа1
78377637579410,18.11.2023,Авиа1
777178352662477,18.11.2023,Авиа1
78378440481032,18.11.2023,Авиа1
JT5230880275433,18.11.2023,Авиа1
78379940038536,18.11.2023,Авиа1
1259141353827,18.11.2023,Авиа1
JT5231184007633,18.11.2023,Авиа1
9856483693258,18.11.2023,Авиа1
1250435333327,18.11.2023,Авиа1
777176951565868,18.11.2023,Авиа1
YT8936829815549,18.11.2023,Авиа1
777176951564413,18.11.2023,Авиа1
9856565121968,18.11.2023,Авиа1
777176683406502,18.11.2023,Авиа1
777176700905645,18.11.2023,Авиа1
777176729445828,18.11.2023,Авиа1
777176786103095,18.11.2023,Авиа1
78377734951187,18.11.2023,Авиа1
1256209495627,18.11.2023,Авиа1
YT8936387160259,18.11.2023,Авиа1
1256409723527,18.11.2023,Авиа1
78378484718489,18.11.2023,Авиа1
JT5231995614501,18.11.2023,Авиа1
JT5233178103125,18.11.2023,Авиа1
9856621478470,18.11.2023,Авиа1
78377523279666,18.11.2023,Авиа1
SF1520852796754,18.11.2023,Авиа1
1232287715526,18.11.2023,Авиа1
78379958396856,18.11.2023,Авиа1
1257613517927,18.11.2023,Авиа1
78379423920590,18.11.2023,Авиа1
777175129917400,19.11.2023,Авто
YT8934350216026,19.11.2023,Авто
JT5230828711117,19.11.2023,Авто
JT5230554545559,19.11.2023,Авто
JT5231510857790,19.11.2023,Авто
JT5230267123554,19.11.2023,Авто
777174856825451,19.11.2023,Авто
8263698972001,19.11.2023,Авто
78376034787534,19.11.2023,Авто
JT5230622540676,19.11.2023,Авто
YT8934720627450,19.11.2023,Авто
78738210752220,19.11.2023,Авто
JT5229002516006,19.11.2023,Авто
JT5230652962440,19.11.2023,Авто
YT8934709937505,19.11.2023,Авто
8263910803501,19.11.2023,Авто
JT5228898820282,19.11.2023,Авто
463187910690802,19.11.2023,Авто
JT5230551214659,19.11.2023,Авто
JT5228979284897,19.11.2023,Авто
78377086822117,19.11.2023,Авто
JT5229571772594,19.11.2023,Авто
JT5229571808383,19.11.2023,Авто
JT5229563822308,19.11.2023,Авто
JT5230835651291,19.11.2023,Авто
JT5230232376599,19.11.2023,Авто
JT5231415148366,19.11.2023,Авто
YT8934620609569,19.11.2023,Авто
JT5229574937870,19.11.2023,Авто
JT5230267621309,19.11.2023,Авто
JT5231434896721,19.11.2023,Авто
JT5229723158775,19.11.2023,Авто
463193297504215,19.11.2023,Авто
JT5229566105088,19.11.2023,Авто
78377406960150,19.11.2023,Авто
78736262020305,19.11.2023,Авто
YT7422778104894,19.11.2023,Авто
463192940337897,19.11.2023,Авто
78376706008711,19.11.2023,Авто
JT0009821824942,19.11.2023,Авто
463204940498411,19.11.2023,Авто
JT5228873473297,19.11.2023,Авто
JT0009807110925,19.11.2023,Авто
JT5230196718692,19.11.2023,Авто
78377086713620,19.11.2023,Авто
433516959087205,19.11.2023,Авто
JT5231364718803,19.11.2023,Авто
78376849491296,19.11.2023,Авто
JT5230531426062,19.11.2023,Авто
JT5229532518246,19.11.2023,Авто
463201584652670,19.11.2023,Авто
8264945272201,19.11.2023,Авто
JT5231377330892,19.11.2023,Авто
78377422714116,19.11.2023,Авто
78376282799268,19.11.2023,Авто
777174866701940,19.11.2023,Авто
JT5230284058012,19.11.2023,Авто
YT8935272784099,19.11.2023,Авто
JT5230280576809,19.11.2023,Авто
1228674504926,19.11.2023,Авто
SF1520471606498,19.11.2023,Авто
463188328268738,19.11.2023,Авто
JT5230365448843,19.11.2023,Авто
78737287581196,19.11.2023,Авто
78376366043607,19.11.2023,Авто
78736966417212,19.11.2023,Авто
1226174198726,19.11.2023,Авто
JT5230371012731,19.11.2023,Авто
777174989103166,19.11.2023,Авто
JT5230170306227,19.11.2023,Авто
78377396616720,19.11.2023,Авто
78377300056746,19.11.2023,Авто
78376742855926,19.11.2023,Авто
78377636228248,19.11.2023,Авто
777175550183495,19.11.2023,Авто
78376859981451,19.11.2023,Авто
JT5229651671354,19.11.2023,Авто
JT5229757906363,19.11.2023,Авто
463199796953229,19.11.2023,Авто
JT5229557944274,19.11.2023,Авто
JT5229890051580,19.11.2023,Авто
78376282822867,19.11.2023,Авто
JT5230551333523,19.11.2023,Авто
1224398363326,19.11.2023,Авто
1226167001326,19.11.2023,Авто
777175360621835,19.11.2023,Авто
JT5230295936970,19.11.2023,Авто
JT5230282841519,19.11.2023,Авто
78377334921039,19.11.2023,Авто
JT5230026613286,19.11.2023,Авто
JT5230120128955,19.11.2023,Авто
JT5229905133425,19.11.2023,Авто
JT5229752973685,19.11.2023,Авто
JT5229336280068,19.11.2023,Авто
JT5230595921263,19.11.2023,Авто
1226394533926,19.11.2023,Авто
78377286928436,19.11.2023,Авто
777175730847164,19.11.2023,Авто
463197851227138,19.11.2023,Авто
78376174734750,19.11.2023,Авто
78376282639820,19.11.2023,Авто
78376199538489,19.11.2023,Авто
777174953991687,19.11.2023,Авто
JT5230592080923,19.11.2023,Авто
78377386018455,19.11.2023,Авто
78377201232868,19.11.2023,Авто
JT5230733772413,19.11.2023,Авто
YT8934901071715,19.11.2023,Авто
777175577515070,19.11.2023,Авто
78377046389836,19.11.2023,Авто
777175605161380,19.11.2023,Авто
JT5230552819471,19.11.2023,Авто
JT5230599398280,19.11.2023,Авто
YT8935058613443,19.11.2023,Авто
JT5229915183944,19.11.2023,Авто
JT5230812294984,19.11.2023,Авто
1225413184926,19.11.2023,Авто
JT5229539133828,19.11.2023,Авто
78376431164652,19.11.2023,Авто
78377089817906,19.11.2023,Авто
JT5230573546040,19.11.2023,Авто
